"Species","variable","value.Barbilla","value.Cola","value.Corona","value.Esp_Inf","value.Esp_Med","value.Esp_Sup","value.Frente","value.Garganta","value.Hombro","value.Nuca","value.Panza","value.Parche_Malar","value.Pecho","value.Peso","Peso_log2"
"Onychorhynchus coronatus","UV",7.18059523809524,4.30261904761905,2.56959523809524,4.41583333333333,2.87882738095238,2.19586904761905,1.08647916666667,8.4052380952381,3.33458333333333,1.09362083333333,8.56940476190476,1.6502869047619,4.98291666666667,22,4.4594316186373
"Onychorhynchus coronatus","VIS",9.2790625,7.848828125,8.54134765625,8.14388671875,4.90708984375,4.303103515625,4.7617053125,12.1542578125,4.930859375,0.93484962890625,18.78009765625,1.663752109375,11.870703125,22,4.4594316186373
"Onychorhynchus coronatus","NIR",15.0365348399247,18.1265536723164,31.0032015065913,12.3573069679849,11.690131826742,10.2513559322034,12.4408097928437,16.9186440677966,11.3884369114878,1.16823322033898,28.1934086629002,3.07755178907721,19.0935969868173,22,4.4594316186373
"Pachyramphus cinnamomeus","UV",8.48452380952381,3.40067488095238,1.5857380952381,3.28584285714286,1.19840595238095,2.56604761904762,1.53823214285714,12.0154166666667,0.433550416666667,0.485447976190476,11.8878571428571,1.55441666666667,18.7577380952381,20,4.32192809488736
"Pachyramphus cinnamomeus","VIS",13.86171875,7.5173046875,3.39095703125,9.9688671875,4.216361328125,7.78662109375,4.6378828125,31.2349609375,2.15640771484375,1.1629201171875,23.93671875,5.802890625,28.3603515625,20,4.32192809488736
"Pachyramphus cinnamomeus","NIR",16.8591337099812,27.9225988700565,13.4097740112994,25.7574387947269,19.9169491525424,20.1370998116761,20.8007532956685,45.3796610169492,14.4568738229755,4.7643879472693,29.4905838041431,11.5580602636535,36.0067796610169,20,4.32192809488736
"Phaethornis anthophilus","UV",3.62797619047619,5.04369047619048,1.37980357142857,3.37035714285714,0.25202994047619,2.39654761904762,1.78688095238095,3.20029761904762,0.595618452380952,1.9032380952381,2.12308452380952,4.34505952380952,3.55966071428571,7,2.8073549220576
"Phaethornis anthophilus","VIS",6.470123046875,6.50013671875,2.37693359375,5.124546875,0.3889470703125,2.7846875,2.53365234375,4.81564453125,1.260688671875,3.074755859375,4.7719763671875,9.303984375,8.90291015625,7,2.8073549220576
"Phaethornis anthophilus","NIR",10.9732768361582,16.3255743879473,5.94416195856874,9.98408662900188,1.77942937853107,6.18318267419962,6.56043314500942,7.77887005649718,2.79882674199623,8.16512241054614,5.87032015065913,17.7755178907721,14.89868173258,7,2.8073549220576
"Picumnus olivaceus","UV",3.15095238095238,10.143869047619,0.795410714285714,4.09410714285714,2.95684523809524,2.94517857142857,0.797262797619048,2.78916666666667,0.98852380952381,1.42967083333333,4.29148809523809,1.37397023809524,6.4910119047619,13,3.70043971814109
"Picumnus olivaceus","VIS",4.638671875,20.205078125,1.6104837109375,7.5024609375,3.212890625,3.62734375,2.933976953125,4.76140625,2.145119140625,1.677666015625,7.79708984375,3.05705078125,6.93466796875,13,3.70043971814109
"Picumnus olivaceus","NIR",6.55156308851224,26.169868173258,3.28455555555556,13.620527306968,4.44696798493409,5.45666666666667,7.03129943502825,7.21467043314501,6.39632768361582,2.70993728813559,11.719604519774,6.32015065913371,8.66467043314501,13,3.70043971814109
"Ramphocelus dimidiatus","UV",0.394342916666667,1.85339285714286,0.222681369047619,1.26054761904762,2.12639285714286,1.12180357142857,0.24979744047619,1.48286904761905,1.5517380952381,0.534245238095238,3.09642261904762,0.249968154761905,1.05898214285714,28,4.8073549220576
"Ramphocelus dimidiatus","VIS",0.780680859375,2.19525390625,0.3600186328125,5.72224609375,7.45072265625,2.401974609375,0.4142055078125,2.04603515625,2.51846484375,0.86399296875,5.54685546875,0.456220490234375,3.042908203125,28,4.8073549220576
"Ramphocelus dimidiatus","NIR",2.49811676082863,6.4605461393597,1.73383239171375,20.6497175141243,26.0898305084746,8.76595103578154,1.32101506591337,7.28606403013183,8.07299435028249,3.75306967984934,16.6329190207156,2.00476271186441,11.8785122410546,28,4.8073549220576
"Saltator maximus","UV",18.9321428571429,1.95532738095238,2.78761904761905,4.5360119047619,0.682297678571429,3.11654761904762,3.06428571428571,6.11095238095238,2.68244047619048,3.72732142857143,5.29589285714286,2.76125,6.07279761904762,41,5.35755200461808
"Saltator maximus","VIS",23.9041015625,2.672220703125,3.743671875,6.428984375,1.12338228515625,4.84892578125,4.17693359375,16.92931640625,3.623064453125,3.79087890625,11.4479296875,3.9244140625,11.038203125,41,5.35755200461808
"Saltator maximus","NIR",25.3911487758945,7.08717514124294,8.75951035781544,11.0213747645951,3.60446327683616,9.67065913370998,6.81403013182674,24.7736346516008,8.2416384180791,5.28642184557439,17.5306967984934,8.3475329566855,17.0598870056497,41,5.35755200461808
"Sporophila funerea","UV",0.604773214285714,0.0171546845238095,0.226827619047619,4.81130952380952,1.29963452380952,1.35180952380952,0.188206964285714,2.85642857142857,10.1688095238095,0.195129523809524,2.26708333333333,1.92180952380952,1.64411904761905,22,4.4594316186373
"Sporophila funerea","VIS",0.90454447265625,0.1842958359375,0.40551814453125,5.1208359375,1.612587890625,1.617826171875,0.33367904296875,2.99685546875,15.6974609375,0.3221872265625,2.3817578125,1.98207421875,1.82972265625,22,4.4594316186373
"Sporophila funerea","NIR",1.85168662900188,0.660275574387947,0.887430508474576,10.5520715630885,4.05800376647834,3.05497758945386,0.65048549905838,6.15380414312618,18.0879472693032,0.874063220338983,4.46703766478343,3.96799435028249,4.43581920903955,22,4.4594316186373
"Stelgidopteryx ruficollis ","UV",1.02974404761905,1.82184523809524,0.415429761904762,4.7589880952381,3.7564880952381,4.26517857142857,1.07385119047619,2.68571428571429,1.99102976190476,0.11547875,15.0792261904762,1.37459523809524,12.2620238095238,16,4
"Stelgidopteryx ruficollis ","VIS",7.36275390625,2.68193359375,0.9592099609375,8.612578125,6.08287109375,8.5301953125,1.5026484375,5.86443359375,3.0710546875,0.75261388671875,36.5744140625,4.9503125,22.1802734375,16,4
"Stelgidopteryx ruficollis ","NIR",20.9141242937853,8.029868173258,3.90077212806026,17.7553672316384,15.2214689265537,20.4069679849341,5.08885122410546,9.6258945386064,9.09676082862524,6.21393596986817,44.0363465160075,9.96387947269303,36.0758945386064,16,4
"Tangara inornata","UV",2.40188333333333,0.930445119047619,4.45707738095238,4.37997023809524,4.40233928571429,4.93960119047619,1.26528071428571,3.43777380952381,23.4285714285714,1.41530464285714,9.6785119047619,2.24094821428571,1.06033154761905,12,3.58496250072116
"Tangara inornata","VIS",3.62853515625,1.3143727734375,6.63935546875,5.73697265625,6.45853515625,5.3789453125,1.846043359375,5.05908203125,13.4299609375,2.4962240234375,17.069140625,6.41658203125,2.0206787109375,12,3.58496250072116
"Tangara inornata","NIR",3.92487062146893,3.19739642184557,10.6441054613936,7.64677966101695,9.68854990583804,7.19935216572505,2.98414689265537,7.28478907721281,4.18979284369115,4.55272881355932,16.2728060263653,8.53611676082862,3.17031280602637,12,3.58496250072116
"Thraupis episcopus","UV",11.2793452380952,11.3288095238095,2.83192857142857,5.88678571428571,3.93095238095238,11.991369047619,4.76117261904762,12.6661904761905,7.0577380952381,17.2235714285714,6.5347619047619,5.65042261904762,1.9620119047619,32,5
"Thraupis episcopus","VIS",14.208984375,11.85251953125,3.8632421875,6.28103515625,4.631875,14.106640625,6.86404296875,15.7283203125,4.255078125,19.2625,7.040703125,8.76578125,2.33404296875,32,5
"Thraupis episcopus","NIR",15.9749529190207,11.6886629001883,5.16280602636535,10.1059510357815,6.44542372881356,16.3467043314501,7.83467043314501,16.9796610169492,2.43979661016949,19.0350282485876,7.16785310734463,11.8033333333333,3.58216572504708,32,5
"Tityra semifasciata","UV",5.95113095238095,6.13458333333333,0.953566071428571,11.4175,10.7483333333333,7.22119047619048,4.37083333333333,7.58767857142857,0.686717380952381,4.63720238095238,32.0255952380952,3.97458333333333,14.41125,76,6.24792751344359
"Tityra semifasciata","VIS",7.9951953125,6.780234375,1.1141802734375,17.599609375,13.5380859375,8.1863671875,8.05255859375,9.3484375,0.773663400390625,6.20515625,39.4501953125,8.07478515625,20.4201171875,76,6.24792751344359
"Tityra semifasciata","NIR",9.75050847457627,12.0522033898305,3.08841619585687,24.3369114877589,21.1433145009416,10.3438041431262,18.7557438794727,10.6922410546139,1.94267043314501,8.74470809792844,40.153483992467,20.9783427495292,22.3578154425612,76,6.24792751344359
"Turdus leucomelas","UV",7.53470238095238,3.07791666666667,1.49250595238095,4.91738095238095,8.47988095238095,3.29214285714286,1.8562380952381,13.0855952380952,0.693780952380952,6.65547619047619,11.6696428571429,0.488627321428571,9.32642857142857,69,6.10852445677817
"Turdus leucomelas","VIS",15.29849609375,6.248861328125,3.509927734375,8.61095703125,10.4093359375,4.598677734375,4.215533203125,19.3861328125,2.5085054296875,8.475234375,14.9478515625,2.108515625,14.01177734375,69,6.10852445677817
"Turdus leucomelas","NIR",20.5664783427495,16.9962335216572,10.523879472693,18.8463276836158,21.7060263653484,9.05233521657251,13.1063276836158,31.1045197740113,7.84581920903955,14.7232203389831,21.8305084745763,7.06896421845574,23.1024482109228,69,6.10852445677817
"Tyrannus melancholicus","UV",6.58345238095238,4.04964285714286,5.55916666666667,2.09039285714286,8.22779761904762,6.14125,2.83617857142857,8.90005952380952,1.63680952380952,7.86547619047619,21.8194642857143,7.15964285714286,8.83797619047619,41,5.35755200461808
"Tyrannus melancholicus","VIS",10.65208984375,6.80984375,8.24521484375,3.24371875,10.7516796875,8.59583984375,5.9020703125,12.00685546875,2.78099609375,8.621875,33.47421875,10.7783984375,14.55548828125,41,5.35755200461808
"Tyrannus melancholicus","NIR",12.6926553672316,17.110263653484,12.1644444444444,7.17250470809793,19.4576271186441,15.0726930320151,8.97928436911488,14.1557438794727,8.37177024482109,11.4521657250471,44.0721280602637,14.4555555555556,23.4188323917137,41,5.35755200461808
"Tyrannus tyrannus","UV",19.8292857142857,2.53916666666667,0.209060916666667,2.3277380952381,2.03452380952381,6.04886904761905,0.221251785714286,31.1428571428571,5.06119047619048,3.13440476190476,28.9744047619048,3.04264285714286,11.3941666666667,12,3.58496250072116
"Tyrannus tyrannus","VIS",27.200390625,2.436796875,0.22241095703125,2.8304296875,2.4003125,6.711015625,0.2281124609375,44.327734375,6.60533203125,3.27015625,34.3712890625,4.47345703125,16.934375,12,3.58496250072116
"Tyrannus tyrannus","NIR",27.4751412429379,4.85395480225989,0.476817928436912,6.78024482109228,5.97403013182674,10.5823352165725,0.806772316384181,45.9450094161959,14.9487758945386,4.54344632768362,38.2320150659134,7.43531073446328,21.3677966101695,12,3.58496250072116
"Volatinia jacarina","UV",2.83607142857143,2.87119047619048,0.192453571428571,5.46690476190476,1.8460119047619,1.62970833333333,0.291477261904762,1.63074404761905,0.685448809523809,0.227201964285714,8.13208333333333,0.504380297619048,1.63120238095238,11,3.4594316186373
"Volatinia jacarina","VIS",5.72876953125,3.0893359375,0.13997540625,5.60150390625,2.34458984375,3.17859375,0.54891365625,2.36056640625,1.18776912109375,0.154573900390625,9.74865234375,1.108556640625,2.2990625,11,3.4594316186373
"Volatinia jacarina","NIR",12,7.63630885122411,0.92622593220339,8.23954802259887,5.66352165725047,8.36365348399247,3.24983239171375,5.92691148775895,4.49350282485876,0.810377645951036,13.3694915254237,3.97566854990584,7.09188323917137,11,3.4594316186373
"Xenops rutilans","UV",6.71315476190476,1.91625,0.7840875,1.99452380952381,1.86249404761905,2.95113095238095,0.579382142857143,2.70615476190476,0.730419642857143,1.32907738095238,0.923013095238095,1.49314285714286,4.57107142857143,17,4.08746284125034
"Xenops rutilans","VIS",8.78828125,7.015,1.54643359375,3.43451171875,3.10482421875,4.2914453125,1.45059609375,5.78919921875,1.5631533203125,1.8831328125,2.1725703125,2.239583984375,8.3626171875,17,4.08746284125034
"Xenops rutilans","NIR",10.9331826741996,22.6964218455744,4.7416384180791,8.50485875706215,8.72,8.38839924670433,5.2705461393597,12.6271374764595,5.87934086629002,3.39934086629002,6.76052730696798,4.22446327683616,14.4821092278719,17,4.08746284125034
"Xiphorhynchus lachrymosus","UV",3.79832142857143,3.79832142857143,1.8515130952381,4.6877380952381,2.54610714285714,6.23946428571429,4.49982142857143,4.58869047619048,3.0554880952381,1.20995119047619,8.25369047619048,-0.395816666666667,4.06315476190476,22,4.4594316186373
"Xiphorhynchus lachrymosus","VIS",6.62951171875,6.62951171875,2.1140314453125,5.99064453125,4.545134765625,6.01310546875,7.5385546875,4.3934375,7.617265625,1.41614732421875,9.3066015625,0.00141669921875,4.50921875,22,4.4594316186373
"Xiphorhynchus lachrymosus","NIR",22.2427495291902,22.2427495291902,4.38124293785311,10.6347080979284,14.9021657250471,9.01446327683616,11.8093785310734,6.30608286252354,22.0316384180791,2.84936723163842,14.5553672316384,0.472278757062147,7.25621468926554,22,4.4594316186373
