"Species","variable","value.Barbilla","value.Cola","value.Corona","value.Esp_Inf","value.Esp_Med","value.Esp_Sup","value.Frente","value.Garganta","value.Hombro","value.Nuca","value.Panza","value.Parche_Malar","value.Pecho","value.Peso","Peso_log2"
"Myiarchus tyrannulus","UV",7.34184523809524,3.11458333333333,1.11705357142857,3.6185119047619,1.47354166666667,5.93172619047619,1.25799404761905,12.2944047619048,0.311762857142857,0.541517857142857,20.12125,2.08969642857143,7.76517857142857,35,5.12928301694497
"Myiarchus tyrannulus","VIS",8.7612890625,6.6374609375,2.758423828125,6.52673828125,3.17388671875,7.66490234375,2.70810546875,16.97890625,0.96896171875,1.19521484375,34.403125,3.944921875,11.08458984375,35,5.12928301694497
"Myiarchus tyrannulus","NIR",11.2294538606403,16.6760828625235,8.45092278719397,13.8281167608286,7.76167608286252,14.4699435028249,7.42702448210923,20.5870056497175,6.25721280602637,4.36188323917137,41.8939736346516,8.11333333333333,14.0866290018832,35,5.12928301694497
"Myiodynastes maculatus","UV",6.8664880952381,1.75458333333333,3.07505952380952,3.90178571428571,3.69446428571429,12.1282738095238,3.82363095238095,24.8065476190476,0.693815476190476,8.24333333333333,18.8833928571429,16.0128571428571,6.83607142857143,43,5.4262647547021
"Myiodynastes maculatus","VIS",10.4745703125,3.2836328125,6.79107421875,6.4605078125,6.50890625,12.8478515625,6.05875,28.780078125,2.109302734375,11.48568359375,29.069921875,22.1447265625,11.0390625,43,5.4262647547021
"Myiodynastes maculatus","NIR",12.0760828625235,13.5401883239171,19.5627118644068,14.9634086629002,15.7631261770245,17.124670433145,10.4370056497175,29.8915254237288,6.9364406779661,19.0175141242938,36.6480225988701,25.2774011299435,19.2182674199623,43,5.4262647547021
"Myiozetetes cayanensis","UV",6.70964285714286,1.67467321428571,0.685054761904762,4.11977380952381,2.84422023809524,4.02279761904762,2.58387202380952,10.5618452380952,4.17440476190476,6.10113095238095,9.30666666666667,1.81315773809524,8.79428571428571,23.5,4.55458885167764
"Myiozetetes cayanensis","VIS",8.1218359375,3.7808125,8.9116794921875,8.845150390625,5.568904296875,5.843203125,2.991515625,12.8078125,6.995234375,7.49814453125,20.16870703125,2.401763671875,21.29724609375,23.5,4.55458885167764
"Myiozetetes cayanensis","NIR",8.27565348399247,12.6118832391714,22.60131826742,20.9809792843691,12.8055367231638,11.5111487758945,4.83669491525424,12.3742937853107,16.8968549905838,10.9629378531073,27.4097928436912,5.50793785310734,36.5028248587571,23.5,4.55458885167764
"Nonnula frontalis","UV",4.5689880952381,5.38017857142857,0.775264702380952,0.460245833333333,0.626504761904762,2.54613095238095,0.975502738095238,6.89077380952381,0.392206071428571,1.525125,2.29988095238095,1.31635595238095,2.59779761904762,9,3.16992500144231
"Nonnula frontalis","VIS",13.808359375,9.02568359375,0.96797734375,1.09897474609375,1.48639640625,3.10521484375,1.8726357421875,8.67505859375,0.50422265625,2.915357421875,2.67375,2.44303515625,8.67734375,9,3.16992500144231
"Nonnula frontalis","NIR",23.6387947269303,18.4337099811676,2.60040301318267,4.43804143126177,4.90668549905838,7.04915254237288,8.49435028248588,13.7684745762712,3.14704896421846,7.39419962335217,4.38474576271186,4.97911487758945,17.8655367231638,9,3.16992500144231
